id,name,active,make_id,created_at,updated_at
honda-ridgeline,Ridgeline,t,honda,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
honda-stream,Stream,t,honda,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
hummer-h1,H1,t,hummer,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
hyundai-avante,Avante,t,hyundai,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
hyundai-equus,Equus,t,hyundai,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
hyundai-verna,Verna,t,hyundai,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
jeep-cj-7,Cj 7,t,jeep,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
kia-forte,Forte,t,kia,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
kia-sedone,Sedone,t,kia,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
koenigsegg-agera,Agera,t,koenigsegg,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
lamborghini-superleggera,Superleggera,t,lamborghini,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
land-rover-lr5,LR5,t,land-rover,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
lincoln-continental,Continental,t,lincoln,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
lotus-gt,GT,t,lotus,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
mazda-bt,BT,t,mazda,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
mazda-mazda-4,Mazda 4,t,mazda,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
mazda-rx,RX,t,mazda,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
mclaren-652-s,652 S,t,mclaren,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
mercedes-benz-brabus,Brabus,t,mercedes-benz,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
mercedes-benz-gls-class,GLS-Class,t,mercedes-benz,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
mercedes-benz-gts,GTS,t,mercedes-benz,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
mercedes-benz-s-class-maybach,S-Class Maybach,t,mercedes-benz,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
mercedes-benz-slc,SLC,t,mercedes-benz,2018-03-12 15:12:38.416+01,2018-03-12 15:12:38.416+01
mercedes-benz-smart,Smart,t,mercedes-benz,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
mg-75,75,t,mg,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
mg-a,A,t,mg,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
mg-b,B,t,mg,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
mitsubishi-l300,L300,t,mitsubishi,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
nissan-civilian,Civilian,t,nissan,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
nissan-datsun,Datsun,t,nissan,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
nissan-frontier,Frontier,t,nissan,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
nissan-leaf,Leaf,t,nissan,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
nissan-quest,Quest,t,nissan,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
nissan-rogue,Rogue,t,nissan,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
nissan-safari,Safari,t,nissan,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
nissan-titan,Titan,t,nissan,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
nissan-versa,Versa,t,nissan,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
nissan-z240,Z240,t,nissan,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
nissan-z260,Z260,t,nissan,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
nissan-z280,Z280,t,nissan,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
nissan-z300,Z300,t,nissan,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
renault-talisman,Talisman,t,renault,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
renault-vegan,Vegan,t,renault,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
renault-velsatis,Velsatis,t,renault,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
rolls-royce-dawn,Dawn,t,rolls-royce,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
rolls-royce-mansory,Mansory,t,rolls-royce,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
seat-cubra,Cubra,t,seat,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
suzuki-lj,LJ,t,suzuki,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
suzuki-samurai,Samurai,t,suzuki,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
suzuki-sg-410,SG 410,t,suzuki,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
suzuki-sj-413,SJ - 413,t,suzuki,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
suzuki-sj-414,SJ - 414,t,suzuki,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
tesla_model_s,Model S,t,tesla,2018-05-24 12:30:46.024+02,2018-05-24 12:30:46.024+02
tesla_model_x,Model X,t,tesla,2018-05-24 12:30:46.024+02,2018-05-24 12:30:46.024+02
toyota-4runner,4Runner,t,toyota,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
toyota-alphard,Alphard,t,toyota,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
toyota-crown,Crown,t,toyota,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
toyota-highlander,Highlander,t,toyota,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
toyota-iq,iQ,t,toyota,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
toyota-quest,Quest,t,toyota,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
toyota-scion,Scion,t,toyota,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
toyota-sienna,Sienna,t,toyota,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
toyota-solara,Solara,t,toyota,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
toyota-supra,Supra,t,toyota,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
toyota-tacoma,Tacoma,t,toyota,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
toyota-tundra,Tundra,t,toyota,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
toyota-venza,Venza,t,toyota,2017-05-02 14:09:26+02,2018-01-29 12:57:44.944+01
mg-360,360,t,mg,2018-12-03 14:47:39.182599+01,2018-12-03 14:47:39.182599+01
mazda-cx3,CX3,t,mazda,2018-12-03 14:47:39.182599+01,2018-12-03 14:47:39.182599+01
nissan-kicks,Kicks,t,nissan,2018-12-03 14:47:39.182599+01,2018-12-03 14:47:39.182599+01
toyota-rush,Rush,t,toyota,2018-12-03 14:47:39.182599+01,2018-12-03 14:47:39.182599+01
jaguar-f-pace,F-Pace,t,jaguar,2017-05-02 14:09:26+02,2019-01-20 10:22:52.498513+01
alfa-romeo_guilia-quadrifoglio,Giulia Quadrifoglio,t,alfa-romeo,2019-02-28 10:35:14.346035+01,2019-02-28 10:35:14.346035+01
alfa-romeo_guilia,Giulia,t,alfa-romeo,2019-02-28 10:35:14.346035+01,2019-02-28 10:35:14.346035+01
alfa-romeo_stelvio-quadrifoglio,Stelvio Quadrifoglio,t,alfa-romeo,2019-02-28 10:35:14.346035+01,2019-02-28 10:35:14.346035+01
alfa-romeo_stelvio,Stelvio,t,alfa-romeo,2019-02-28 10:35:14.346035+01,2019-02-28 10:35:14.346035+01
maserati-levante,Levante,t,maserati,2019-05-21 15:51:30.462814+02,2019-05-21 15:51:30.462814+02
lincoln-nautilus,Nautilus,t,lincoln,2019-05-21 15:51:30.462814+02,2019-05-21 15:51:30.462814+02
jaguar-e-pace,E-Pace,t,jaguar,2019-05-23 09:39:48.473177+02,2019-05-23 09:39:48.473177+02
volvo_s90,S90,t,volvo,2019-06-10 16:56:29.622122+02,2019-06-17 09:59:05.653698+02
lexus-ux,UX,t,lexus,2019-07-15 10:49:42.66405+02,2019-07-15 10:49:42.66405+02
